Marca A,Marca B,Marca C
46.5213374888545,44.3447983056515,94.3711493017404
34.1080751671218,87.7814140368705,104.984161650013
30.8167827499249,76.7110159889388,109.755290972037
36.8965549144652,87.0219175473651,99.7591712726356
38.9919059501061,89.6983705106455,106.756844753141
59.3002917799067,71.5082426273903,92.8969039494661
51.488507617815,49.6024855890385,123.872326463774
43.5442154728236,43.7943224998674,95.2656798780354
39.0166240845541,54.5233322019974,99.2422744333323
55.1947940397441,58.2210105001873,94.7815994352172
36.1092885268153,94.0593384351294,109.260471345624
61.7625776154822,80.2738369726148,105.57033866298
67.5804496811594,66.2544978932182,109.007305849122
84.2024143420815,58.2646307374484,109.899456836882
42.3740245870732,86.8143424230778,103.836080875797
53.5818273051144,53.1340385767329,96.5341618630128
47.8832409654979,98.4045487332038,94.5981074999558
40.8913025977443,108.671381790281,98.1744440673325
36.5654593877507,138.004260603673,99.4070035000624
59.9045591741191,64.1894551536586,111.35311281171
55.0423625447246,83.9679305384371,106.757945657538
58.0072565831854,73.9116017038198,102.084832631073
44.9314208836086,61.5728869371958,99.4215435791495
33.1994305188031,53.9390459783835,108.938114141026
61.1326282270996,95.1256926602101,97.7113461922443
62.9253339354723,86.5453456671611,92.4648955417643
38.2313348272288,91.777511617386,112.801516244401
52.4605402969385,68.7025074416623,90.4709504025784
47.7465535954171,47.9989950331819,116.223793930094
44.8973523082302,97.2928733419404,126.001420201224
51.028623170883,100.456471650833,101.39648505122
,56.878826165698,107.989310179479
,81.9891887593032,104.63720056794
,73.6703886977949,100.524295645732
,68.6423864262886,97.9796819927945
,79.4622761839111,111.70856422007
,68.9748683565162,108.84844855572
,59.119398085202,110.592503872462
,125.40707103595,102.900835813887
,88.7225540590308,95.9996650110606
,50.8485409534519,112.430957780647
,47.4478998333338,113.485490550278
,62.9986214701093,98.9596087218993
,53.1057114551467,107.329729586434
,48.2220341307168,104.556796232598
,88.3826564984879,102.88079547543
,82.5531261634013,106.487425394637
,44.4786945453282,102.991622785505
,84.2500793518366,92.0400500696367
,41.5639433000294,99.7064660284007
,97.1477678480875,121.802357011983
,49.8571457258843,109.574184686344
,95.8909908927058,96.9495136511506
,46.7004486412643,95.8159666111113
,65.5834469175089,100.999540490036
,127.387638595566,97.7019038183822
,62.8029504322744,96.0740113769056
,108.818402800978,109.460885499496
,44.6724735250466,107.517708721134
,40.218574870128,94.8262315151094
,58.7942951928616,108.083359783946
,56.4391799469187,93.8546477666765
,59.4102940638855,112.382589282696
,45.429645432626,96.6190485752948
,64.3130663321778,111.963663630902
,58.9351113884788,95.5668162137548
,69.9610472580553,101.861148972503
,107.168647689847,122.462546198522
,87.4885957084416,100.934316810758
,42.1502131114962,116.272800933659
,125.449400258358,94.8908245083489
,82.5017764140441,93.406191623376
,89.2314790156532,99.5980983976205
,51.677357292463,98.8130599823062
,54.3180391570779,99.8034313546285
,48.4792516180649,95.1432151442087
,82.2176406952965,101.437688777393
,80.026160944048,99.6450371294929
,70.9871084894701,103.320349086018
,44.5517101832812,115.722882563282
,73.5170471981085,109.162865236147
,54.3683886064078,94.0500710371654
,100.172081245416,121.816466752786
,84.4865755283382,93.1622671370204
,62.4660529244233,107.500592138015
,40.474118357157,109.743826338551
,81.7922705292368,97.2257857641543
,56.5896546823334,98.1060130523593
,51.1469752037823,96.159750539355
,89.675054074074,107.405880231766
,68.2769479985057,106.675386981349
,72.3234494351044,103.66236949649
,78.3354949163555,94.8505700610937
,88.0971215967434,104.50568239937
,48.9737488980345,98.1227962021359
,82.2113027579238,113.390693748472
,96.5559916517248,108.162191842779
,78.8740330240358,100.822017641474
,75.8323893894866,93.491372785719
,45.8323408638512,107.264090176412
,84.711454685052,98.8632182274445
,47.1663526389496,97.0489917345941
,55.7206821794984,109.891684691358
,102.563491472926,92.2486819410852
,74.614017038658,102.758982666169
,78.1032435322358,104.107816478368
,66.3249863651134,106.111831638785
,59.0010238247207,109.365707198914
,120.755909679152,96.3245829660115
,48.8763975088672,107.403767585975
,56.3528414279035,112.185330550575
,45.7322537075785,106.291344341345
,48.5404989330684,105.277463129829
,89.3306437501921,95.2774469546171
,43.2587716254093,108.237151561684
,41.2063456018369,95.7221175463165
,44.0864632387704,98.5735607264995
,116.928647606294,114.187830490975
,101.866220328579,104.871339012886
,50.8328077217296,106.034414510745
,95.0903450585,102.108328788371
,69.1316153242329,99.6670079415736
,56.475052497236,120.251969893051
,58.1974340642321,96.2921325029558
,104.128168411222,98.7842804759678
,73.8162179738738,95.2440845691928
,54.554942246019,91.15897678821
,72.2705675276398,96.1801663110228
,52.2537883231401,109.776881250064
,51.9930168226399,94.4195905418031
,64.9246786913303,93.7354485339456
,48.1962315788882,
,42.4127892140625,
,83.3497366587629,
,59.0904877685575,
,62.8135476919265,
,89.470476667713,
,42.0986951458917,
,62.244145519456,
,125.922882924677,
,83.8506963661145,
,43.8317336363628,
,49.3277762716147,
,103.959722501554,
,115.758459531227,
,60.1049108213958,
,64.5388210028182,
,68.7002737537322,
,56.3256501701024,
,63.7546316439446,
,89.0075880262781,
,47.3001809906992,
,101.998718009292,
,60.5104187846209,
,115.424908601693,
,53.4382789686904,
,80.4777871880745,
,75.723900736183,
,62.4164993534797,
,61.613566272056,
,88.9931418412959,
,89.5292055398238,
,65.6187282260562,
,68.1895725997415,
,96.3043828142445,
,65.659714905007,
,118.874960151338,
,64.161358176856,
,96.7306164700051,
,49.0399931999055,
,55.1222915923846,
,76.8143753813324,
,97.1590347545788,
,83.0230724747643,
,62.0251131801834,
,108.154216950613,
,96.9668829004169,
,48.6265861586664,
,70.9475429891232,
,49.092152262005,
,101.239599738181,
,68.7568721178813,
,81.3177513081656,
,79.031158656058,
,53.0642129378791,
,53.4192225818776,
,55.9707614491271,
,74.1700247000207,
,62.1168860911347,
,73.922795590847,
,68.6747549770647,
,84.7502875914562,
,47.988304735452,
,64.1575917179885,
,95.5071481298456,
,67.8202832861058,
,88.3670047708101,
,41.4011814064277,
,59.7269778152889,
,75.6067626824865,
,114.187761236724,
,65.9784622521675,
,68.2945485911473,
,120.887922446536,
,72.8731795968365,
,91.9184359819793,
,41.825308407387,
,92.231191373492,
,54.6341960129853,
,74.9928011710058,
,54.01286578276,
,62.6968441358378,
,90.147301748873,
,75.7435360920526,
,44.5611798870935,
,96.3279770877667,
,44.6161386870048,
,92.7187695625587,
,74.7553468721049,
,52.7211308493808,
,123.481417428127,
,95.6591871836785,
,86.8578357206743,
,86.0562191120752,
,109.685338955198,
,103.369079767611,
,82.3380128132327,
,52.1375642805679,
,47.7624867655809,
,66.0393316691809,
,81.8740715055661,
,69.7994581330121,
,42.2358326871277,
,75.1363109147175,
,49.2337440714336,
,45.8962065918114,
,74.0796716583189,
,73.7392517184495,
,48.6468501429569,
,120.205827992403,
,43.4949493904264,
,91.0379439214649,
,80.2426748668708,
,59.0031967197086,
,127.364742244778,
,46.3755917250929,
,65.8462375043082,
,60.9449421923735,
,57.885272539972,
,114.124252650949,
,73.3391137418681,
,67.4468730840697,
,56.4306551943201,
,80.6096694052674,
,77.2596612235266,
,79.131045910795,
,67.996145654875,
,68.7459678116234,
,111.26767315336,
,74.3010554282889,
,99.2265541137799,
,114.18038057352,
,91.0615797018641,
,75.4955489157436,
,48.1768943719951,
,60.1796950953002,
,85.6502097361835,
,81.8955435766503,
,70.4627661809451,
,100.841024096131,
,51.3401361315392,
,116.652109914496,
,59.4787269087981,
,76.2324873697325,
,43.7987666266016,
,57.5745181091494,
,59.1109812650409,
,55.642485481376,
,59.6741221340375,
,80.1460702974782,
,72.6779335807316,
,48.3903082155918,
,73.7088643502501,
,118.017225828357,
,77.0868196021787,
,87.9833925544613,
,78.0485515904182,
,100.810978126704,
,52.0042923002466,
,52.8354025722101,
,51.8343984430732,
,95.7119040982854,
,61.5358827781088,
,69.9314410185103,
,75.9485729206055,
,78.42094406386,
,62.3014766867438,
,52.1736223071534,
,63.5281847825952,
,50.4174121384691,
,82.7380136669732,
,70.7868079038725,
,46.6274363397118,
,108.328400982084,
,60.5555500269153,
,98.6834927044663,
,55.6826179297189,
,57.4584954460745,
,65.971794796102,
,96.8947749118875,
,60.1365759171231,
,48.0851586088028,
,112.184459642116,
,90.6906286466772,
,44.1729824309513,
,85.3798853835407,
,84.646481928935,
,91.2935413217064,
,80.7276987920052,
,71.0581671571361,
,79.455400850037,
,46.8050905680199,
,85.9590180790936,
,44.705543911729,
,162.05616095009,
,46.4875203014439,
,111.87594440251,
,76.0085878774883,
,57.8943920486779,
,68.2028257032052,
,116.557049323959,
